#Aliyah Localization
####Religion Localization
#Jewish Religions
d_grand_sanhedrin_adj;The Grand Sanhedrin;;;;;;;;;;;;;x
d_karaite;Karaite Judaism;;;;;;;;;;;;x
d_karaite_adj;Karaite Judaism;;;;;;;;;;;;;x
d_temple_judaism;Temple Judaism High Priesthood;;;;;;;;;;;;;x
d_temple_judaism_adj;Temple Judaism;;;;;;;;;;;;;x
k_exilarch_rabbinic;Babylonian Exilarch;;;;;;;;;;;;;x
k_exilarch_rabbinic_adj;Exilarch;;;;;;;;;;;;;x
k_exilarch_karaite;Jerusalem Exilarch;;;;;;;;;;;;;x
k_exilarch_karaite_adj;Exilarch;;;;;;;;;;;;;x
EXILARCH;Exilarch;;;;;;;;;;;;;x
EXILARCH_DESC;Exilarchs are descended from King David's line and control the Jewish people under various empires.;;;;;;;;;;;;;x
kes;Kes;;;;;;;;;;;;;x
kes_desc;Kes is the title of the priests of Haymanot Judaism.;;;;;;;;;;;;;x
liqa_kahnet;Liqa Kahnet;;;;;;;;;x
liqa_kahnet_desc;Liqa Kahnet is the high priest of Haymanot Judaism that is equal to the Kohen Gadol.;;;;;;;;;x
#mufla;Mufla;;;;;;;;;;;;;x
#mufla_desc;Muflas are members of the Sanhedrin that oversee the courts and religious functions of the Rabbinic branch of Judaism.;;;;;;;;;;;;;x
#title_mufla_cardinal;Mufla;;;;;;;;;;;;;x
#title_mufla_cardinal_desc;Muflas are members of the Sanhedrin that oversee the courts and religious functions of the Rabbinic branch of Judaism.;;;;;;;;;;;;;x
#expected_title_mufla_cardinal;Mufla;;;;;;;;;;;;;x
#best_candidate_title_mufla_cardinal;Mufla;;;;;;;;;;;;;x
#expected_d_grand_sanhedrin;Grand Sanhedrin
#best_candidate_d_grand_sanhedrin;Grand Sanhedrin


#Jewish Royal and Job Titles
melech;Melech;;;;;;;;;;;;;x
melech_desc;Melech is the ancient Hebrew name for King.;;;;;;;;;;;;;x
TOOLTIPMELECH;;Melech is the ancient Hebrew name for King.;;;;;;;;;;;;;x
malkah;Malkah;;;;;;;;;;;;;x
malkah_desc;Malkah is the ancient Hebrew name for Queen.;;;;;;;;;;;;;x
TOOLTIPMALKAH;Malkah is the ancient Hebrew name for Queen.;;;;;;;;;;;;;x
duke_jewish_group;Adon;;;;;;;;;;;;;x
duke_female_jewish_group;Adonait;;;;;;;;;;;;;x
count_jewish_group;Rozen;;;;;;;;;;;;;x
count_female_jewish_group;Rozen;;;;;;;;;;;;;x
title_prince_jewish_group;Nasich;;;;;;;;;;;;;x
title_prince_female_jewish_group;Nesichah;;;;;;;;;;;;;x
job_chancellor_jewish_group;Shagrir;;;;;;;;;;;;;x
job_marshal_jewish_group;Sar HaTzava;;;;;;;;;;;;;x
job_treasurer_jewish_group;Sar HaOtzar;;;;;;;;;;;;;x
job_spymaster_jewish_group;Rav-Meraglim;;;;;;;;;;;;;x
job_spiritual_jewish_group;Kohen HaKhatzer;;;;;;;;;;;;;x
king_jewish;Melech_group;;;;;;;;;;;;;x
king_female_jewish_group;Malkah;;;;;;;;;;;;;x
emperor_jewish_group;Melech HaMelachim;;;;;;;;;;;;;x
emperor_female_jewish_group;Malkat HaMelachim;;;;;;;;;;;;;x
barony_of_jewish_group;Roznoot;;;;;;;;;;;;;x
county_of_jewish_group;Mekhoz;;;;;;;;;;;;;x
duchy_of_jewish_group;Dochsoot;;;;;;;;;;;;;x
kingdom_of_jewish_group;Mamlacha;;;;;;;;;;;;;x
empire_of_jewish_group;Empire;;;;;;;;;;;;;x
temple_baron_karaite;Kohen;;;;;;;;;;;;;x
temple_baron_temple_judaism;Kohen;;;;;;;;;;;;;x
temple_baron_rabbinic_judaism;Rabbi;;;;;;;;;;;;;x
temple_baron_grand_sanhedrin;Rabbi;;;;;;;;;;;;;x
temple_barony_jewish_group;Beth T'fila;;;;;;;;;;;;;x
temple_barony_jewish_group;Beth T'fila;;;;;;;;;;;;;x
temple_baron_of_jewish_group;Beth T'fila;;;;;;;;;;;;;x
title_alluph;Alluph;;;;;;;;;;;;;x
title_alluph_desc;The Alluph is the champion of the realm.;;;;;;;;;;;;;x
title_navi;Navi;;;;;;;;;;;;;x
title_navi_desc;Navi's are prophets ordained by G-d.;;;;;;;;;;;;;x
title_shofet;Shofet;;;;;;;;;;;;;x
title_shofet_desc;Shofet's are judges that are ordained by Yahweh.;;;;;;;;;;;;;x
title_tehillim;Tehillim;;;;;;;;;;;;;x
title_tehillim_desc;Psalmists sang or wrote psalms that praised Adonai.;;;;;;;;;;;;;x
title_adrichal;Adrichal;;;;;;;;;;;;;x
title_adrichal_desc;The Architect is responsible for the creation of new buildings and their designs.;;;;;;;;;;;;;x
k_exilarch;Exilarch;;;;;;;;;;;;;x
k_exilarch_adj;Exilarch;;;;;;;;;;;;;x

#Jewish Dynasties as landed titles
#Tribe of Asher
d_bet_achav;Bayith of Ach'av;;;;;;;;;;;;;x
d_bet_achav_desc;Bayith of Ach'av is a dynasty in the Tribe of Asher.;;;;;;;;;;;;;x
d_bet_aviram;Bayith of Aviram;;;;;;;;;;;;;x
d_bet_aviram_desc;Bayith of Aviram is a dynasty in the Tribe of Asher.;;;;;;;;;;;;;x
d_bet_daniyyel;Bayith of Daniyyel;;;;;;;;;;;;;x
d_bet_daniyyel_desc;Bayith of Daniyyel is a dynasty in the Tribe of Asher.;;;;;;;;;;;;;x
d_bet_alechsandri;Bayith of Alechsandri;;;;;;;;;;;;;x
d_bet_alechsandri_desc;Bayith of Alechsandri is a dynasty in the Tribe of Asher.;;;;;;;;;;;;;x
d_bet_jau;Bayith of Jau;;;;;;;;;;;;;x
d_bet_jau_desc;Bayith of Jau is a dynasty in the Tribe of Asher.;;;;;;;;;;;;;x
d_bet_abbaye;Bayith of Abbaye;;;;;;;;;;;;;x
d_bet_abbaye_desc;Bayith of Abbaye is a dynasty in the Tribe of Asher.;;;;;;;;;;;;;x
#Tribe of Binyamin
d_bet_labrat;Bayith of Labrat;;;;;;;;;;;;;x
d_bet_labrat_desc;Bayith of Labrat is a dynasty in the Tribe of Binyamin.;;;;;;;;;;;;;x
d_bet_surek;Bayith of Surek;;;;;;;;;;;;;x
d_bet_surek_desc;Bayith of Surek is a dynasty in the Tribe of Binyamin.;;;;;;;;;;;;;x
d_bet_shaprut;Bayith of Shaprut;;;;;;;;;;;;;x
d_bet_shaprut_desc;Bayith of Shaprut is a dynasty in the Tribe of Binyamin.;;;;;;;;;;;;;x
d_bet_chaim;Bayith of Chaim;;;;;;;;;;;;;x
d_bet_chaim_desc;Bayith of Chaim is a dynasty in the Tribe of Binyamin.;;;;;;;;;;;;;x
d_bet_ravya;Bayith of Ravya;;;;;;;;;;;;;x
d_bet_ravya_desc;Bayith of Ravya is a dynasty in the Tribe of Binyamin.;;;;;;;;;;;;;x
#Tribe of Dan
d_bet_barukh;Bayith of Barukh;;;;;;;;;;;;;x
d_bet_barukh_desc;Bayith of Barukh is a dynasty in the Tribe of Dan.;;;;;;;;;;;;;x
d_bet_dan;Bayith of Dan;;;;;;;;;;;;;x
d_bet_dan_desc;Bayith of Dan is a dynasty in the Tribe of Dan.;;;;;;;;;;;;;x
d_bet_delayahu;Bayith of Delayahu;;;;;;;;;;;;;x
d_bet_delayahu_desc;Bayith of Delayahu is a dynasty in the Tribe of Dan.;;;;;;;;;;;;;x
d_bet_moshe;Bayith of Moshe;;;;;;;;;;;;;x
d_bet_moshe_desc;Bayith of Moshe is a dynasty in the Tribe of Dan.;;;;;;;;;;;;;x
d_bet_mishael;Bayith of Mishael;;;;;;;;;;;;;x
d_bet_mishael_desc;Bayith of Mishael is a dynasty in the Tribe of Dan.;;;;;;;;;;;;;x
#Tribe of Efrayim
d_bet_gabirol;Bayith of Gabirol;;;;;;;;;;;;;x
d_bet_gabirol_desc;Bayith of Gabirol is a dynasty in the Tribe of Efrayim.;;;;;;;;;;;;;x
d_bet_janah;Bayith of Janah;;;;;;;;;;;;;x
d_bet_janah_desc;Bayith of Janah is a dynasty in the Tribe of Efrayim.;;;;;;;;;;;;;x
d_bet_halen;Bayith of Halen;;;;;;;;;;;;;x
d_bet_halen_desc;Bayith of Halen is a dynasty in the Tribe of Efrayim.;;;;;;;;;;;;;x
d_bet_elyakim;Bayith of Elyakim;;;;;;;;;;;;;x
d_bet_elyakim_desc;Bayith of Elyakim is a dynasty in the Tribe of Efrayim.;;;;;;;;;;;;;x
#Tribe of Gad
d_bet_nasiiyah;Bayith of Nasiiyah;;;;;;;;;;;;;x
d_bet_nasiiyah_desc;Bayith of Nasiiyah is a dynasty in the Tribe of Gad.;;;;;;;;;;;;;x
d_bet_benayahu;Bayith of Benayahu;;;;;;;;;;;;;x
d_bet_benayahu_desc;Bayith of Benayahu is a dynasty in the Tribe of Gad.;;;;;;;;;;;;;x
d_bet_hiram;Bayith of Hiram;;;;;;;;;;;;;x
d_bet_hiram_desc;Bayith of Hiram is a dynasty in the Tribe of Gad.;;;;;;;;;;;;;x
d_bet_malcha;Bayith of Malcha;;;;;;;;;;;;;x
d_bet_malcha_desc;Bayith of Malcha is a dynasty in the Tribe of Gad.;;;;;;;;;;;;;x
d_bet_natronai;Bayith of Natronai;;;;;;;;;;;;;x
d_bet_natronai_desc;Bayith of Natronai is a dynasty in the Tribe of Gad.;;;;;;;;;;;;;x
#Tribe of Issachar
d_bet_baasha;Bayith of Ba'asha;;;;;;;;;;;;;x
d_bet_baasha_desc;Bayith of Ba'asha is a dynasty in the Tribe of Issachar.;;;;;;;;;;;;;x
d_bet_zimri;Bayith of Zimri;;;;;;;;;;;;;x
d_bet_zimri_desc;Bayith of Zimri is a dynasty in the Tribe of Issachar.;;;;;;;;;;;;;x
d_bet_omri;Bayith of Omri;;;;;;;;;;;;;x
d_bet_omri_desc;Bayith of Omri is a dynasty in the Tribe of Issachar.;;;;;;;;;;;;;x
d_bet_kafnai;Bayith of Kafnai;;;;;;;;;;;;;x
d_bet_kafnai_desc;Bayith of Kafnai is a dynasty in the Tribe of Issachar.;;;;;;;;;;;;;x
d_bet_gedalyah;Bayith of Gedalyah;;;;;;;;;;;;;x
d_bet_gedalyah_desc;Bayith of Gedalyah is a dynasty in the Tribe of Issachar.;;;;;;;;;;;;;x
#Tribe of Levi
d_bet_cohen;Bayith of Cohen;;;;;;;;;;;;;x
d_bet_cohen_desc;Bayith of Cohen is a dynasty in the Tribe of Levi.;;;;;;;;;;;;;x
d_bet_koyen;Bayith of Koyen;;;;;;;;;;;;;x
d_bet_koyen_desc;Bayith of Koyen is a dynasty in the Tribe of Levi.;;;;;;;;;;;;;x
d_bet_sacredote;Bayith of Sacredote;;;;;;;;;;;;;x
d_bet_sacredote_desc;Bayith of Sacredote is a dynasty in the Tribe of Levi.;;;;;;;;;;;;;x
#Tribe of Manasseh
d_bet_eliezer;Bayith of Eliezer;;;;;;;;;;;;;x
d_bet_eliezer_desc;Bayith of Eliezer is a dynasty in the Tribe of Manasseh.;;;;;;;;;;;;;x
d_bet_enoch;Bayith of Enoch;;;;;;;;;;;;;x
d_bet_enoch_desc;Bayith of Enoch is a dynasty in the Tribe of Manasseh.;;;;;;;;;;;;;x
#Tribe of Naphatali
d_bet_amnon;Bayith of Amnon;;;;;;;;;;;;;x
d_bet_amnon_desc;Bayith of Amnon is a dynasty in the Tribe of Naphatali.;;;;;;;;;;;;;x
d_bet_chananya;Bayith of Chananya;;;;;;;;;;;;;x
d_bet_chananya_desc;Bayith of Chananya is a dynasty in the Tribe of Naphatali.;;;;;;;;;;;;;x
d_bet_eitan;Bayith of Eitan;;;;;;;;;;;;;x
d_bet_eitan_desc;Bayith of Eitan is a dynasty in the Tribe of Naphatali.;;;;;;;;;;;;;x
d_bet_cephas;Bayith of Cephas;;;;;;;;;;;;;x
d_bet_cephas_desc;Bayith of Cephas is a dynasty in the Tribe of Naphatali.;;;;;;;;;;;;;x
d_bet_shemaryah;Bayith of Shemaryah;;;;;;;;;;;;;x
d_bet_shemaryah_desc;Bayith of Shemaryah is a dynasty in the Tribe of Naphatali.;;;;;;;;;;;;;x
#Tribe of Reuven
d_bet_amos;Bayith of Amos;;;;;;;;;;;;;x
d_bet_amos_desc;Bayith of Amos is a dynasty in the Tribe of Reuven.;;;;;;;;;;;;;x
d_bet_chanokh;Bayith of Chanokh;;;;;;;;;;;;;x
d_bet_chanokh_desc;Bayith of Chanokh is a dynasty in the Tribe of Reuven.;;;;;;;;;;;;;x
d_bet_elazar;Bayith of Elazar;;;;;;;;;;;;;x
d_bet_elazar_desc;Bayith of Elazar is a dynasty in the Tribe of Reuven.;;;;;;;;;;;;;x
d_bet_yehoshua;Bayith of Yehoshua;;;;;;;;;;;;;x
d_bet_yehoshua_desc;Bayith of Yehoshua is a dynasty in the Tribe of Reuven.;;;;;;;;;;;;;x
d_bet_matiyahu;Bayith of Matiyahu;;;;;;;;;;;;;x
d_bet_matiyahu_desc;Bayith of Matiyahu is a dynasty in the Tribe of Reuven.;;;;;;;;;;;;;x
#Tribe of Simeon
d_bet_anat;Bayith of Anat;;;;;;;;;;;;;x
d_bet_anat_desc;Bayith of Anat is a dynasty in the Tribe of Simeon.;;;;;;;;;;;;;x
d_bet_chavaqquq;Bayith of Chavaqquq;;;;;;;;;;;;;x
d_bet_chavaqquq_desc;Bayith of Chavaqquq is a dynasty in the Tribe of Simeon.;;;;;;;;;;;;;x
d_bet_eli;Bayith of Eli;;;;;;;;;;;;;x
d_bet_eli_desc;Bayith of Eli is a dynasty in the Tribe of Simeon.;;;;;;;;;;;;;x
d_bet_yoshiah;Bayith of Yoshiah;;;;;;;;;;;;;x
d_bet_yoshiah_desc;Bayith of Yoshiah is a dynasty in the Tribe of Simeon.;;;;;;;;;;;;;x
#Tribe of Yudah
d_bet_david;Bayith of David;;;;;;;;;;;;;x
d_bet_david_desc;Bayith of David is a dynasty in the Tribe of Yudah.;;;;;;;;;;;;;x
d_bet_dayyon;Bayith of Dayyon;;;;;;;;;;;;;x
d_bet_dayyon_desc;Bayith of Dayyon is a dynasty in the Tribe of Yudah.;;;;;;;;;;;;;x
d_bet_yoash;Bayith of Yoash;;;;;;;;;;;;;x
d_bet_yoash_desc;Bayith of Yoash is a dynasty in the Tribe of Yudah.;;;;;;;;;;;;;x
d_bet_shlomo;Bayith of Schlomo;;;;;;;;;;;;;x
d_bet_shlomo_desc;Bayith of Schlomo is a dynasty in the Tribe of Yudah.;;;;;;;;;;;;;x
#Tribe of Zevulun
d_bet_yechezkel;Bayith of Yechezkel;;;;;;;;;;;;;x
d_bet_yechezkel_desc;Bayith of Yechezkel is a dynasty in the Tribe of Zevulun.;;;;;;;;;;;;;x
d_bet_adinah;Bayith of Adinah;;;;;;;;;;;;;x
d_bet_adinah_desc;Bayith of Adinah is a dynasty in the Tribe of Zevulun.;;;;;;;;;;;;;x
d_bet_elifalet;Bayith of Elifalet;;;;;;;;;;;;;x
d_bet_elifalet_desc;Bayith of Elifalet is a dynasty in the Tribe of Zevulun.;;;;;;;;;;;;;x
d_bet_gershom;Bayith of Gershom;;;;;;;;;;;;;x
d_bet_gershom_desc;Bayith of Gershom is a dynasty in the Tribe of Zevulun.;;;;;;;;;;;;;x
d_bet_yitzchak;Bayith of Yitzchak;;;;;;;;;;;;;x
d_bet_yitzchak_desc;Bayith of Yitzchak is a dynasty in the Tribe of Zevulun.;;;;;;;;;;;;;x
d_bet_elchanan;Bayith of Elchanan;;;;;;;;;;;;;x
d_bet_elchanan_desc;Bayith of Elchanan is a dynasty in the Tribe of Zevulun.;;;;;;;;;;;;;x
#Beta Yisrael
d_bet_shemayah;Bayith of Shemayah;;;;;;;;;;;;;x
d_bet_shemayah_desc;Bayith of Shemayah is a dynasty in Beta-Israel.;;;;;;;;;;;;;x

#12 Tribes of Israel Traits
levi;Tribe of Levi;;;;;;;;;;;;;x
levi_desc;This character belongs to the Tribe of Levi. It is the Israelite tribe of priests and scholars.;;;;;;;;;;;;;x
TOOLTIPLEVITE;A Levite denotes a member of the Tribe of Levi and that they are priests.;;;;;;;;;;;;;x
binyamin;Tribe of Binyamin;;;;;;;;;;;;;x
binyamin_desc;This character belongs to the Tribe of Binyamin.;;;;;;;;;;;;;x
TOOLTIPBINYAMIN;A Binyaminite denotes a member of the Tribe of Binyamin.;;;;;;;;;;;;;x
yudah;Tribe of Yudah;;;;;;;;;;;;;x
yudah_desc;This character belongs to the Tribe of Yudah.;;;;;;;;;;;;;x
TOOLTIPYUDAH;A Yudahite denotes a member of the Tribe of Yudah.;;;;;;;;;;;;;x
manasseh;Tribe of Manasseh;;;;;;;;;;;;;x
manasseh_desc;This character belongs to the Tribe of Manasseh.;;;;;;;;;;;;;x
TOOLTIPMANASSEH;A Manassehite denotes a member of the Tribe of Yudah.;;;;;;;;;;;;;x
efrayim;Tribe of Efrayim;;;;;;;;;;;;;x
efrayim_desc;This character belongs to the Tribe of Efrayim.;;;;;;;;;;;;;x
TOOLTIPEFRAYIM;A Efrayimite denotes a member of the Tribe of Efrayim.;;;;;;;;;;;;;x
dan;Tribe of Dan;;;;;;;;;;;;;x
dan_desc;This character belongs to the Tribe of Dan.;;;;;;;;;;;;;x
TOOLTIPDAN;A Danite denotes a member of the Tribe of Dan.;;;;;;;;;;;;;x
reuven;Tribe of Reuven;;;;;;;;;;;;;x
reuven_desc;This character belongs to the Tribe of Reuven.;;;;;;;;;;;;;x
TOOLTIPReuven;A Reuvenite denotes a member of the Tribe of Reuven.;;;;;;;;;;;;;x
simeon;Tribe of Simeon;;;;;;;;;;;;;x
simeon_desc;This character belongs to the Tribe of Simeon.;;;;;;;;;;;;;x
TOOLTIPSIMEON;A Simeonite denotes a member of the Tribe of Simeon.;;;;;;;;;;;;;x
naphatali;Naphatali;;;;;;;;;;;;;x
naphatali_desc;This character belongs to the Tribe of Naphatali.;;;;;;;;;;;;;x
TOOLTIPNAPHATALI;A Naphatalite denotes a member of the Tribe of Naphatali.;;;;;;;;;;;;;x
gad;Tribe of Gad;;;;;;;;;;;;;x
gad_desc;This character belongs to the Tribe of Gad.;;;;;;;;;;;;;x
TOOLTIPGAD;A Gadite denotes a member of the Tribe of Gad.;;;;;;;;;;;;;x
asher;Tribe of Asher;;;;;;;;;;;;;x
asher_desc;This character belongs to the Tribe of Asher.;;;;;;;;;;;;;x
TOOLTIPASHER;A Asherite denotes a member of the Tribe of Asher.;;;;;;;;;;;;;x
issachar;Tribe of Issachar;;;;;;;;;;;;;x
issachar_desc;This character belongs to the Tribe of Issachar.;;;;;;;;;;;;;x
TOOLTIPISSACHAR;A Issacharian denotes a member of the Tribe of Issachar.;;;;;;;;;;;;;x
zevulun;Tribe of Zevulun;;;;;;;;;;;;;x
zevulun_desc;This character belongs to the Tribe of Zevulun.;;;;;;;;;;;;;x
TOOLTIPZEVULUN;A Zevulunite denotes a member of the Tribe of Zevulun.;;;;;;;;;;;;;x
joseph;Tribe of Joseph;;;;;;;;;;;;;x
joseph_desc;This character belongs to the Tribe of Joseph.;;;;;;;;;;;;;x
TOOLTIPJOSEPH;A Josephite denotes a member of the Tribe of Joseph.;;;;;;;;;;;;;x
davidic_line;Line of David;;;;;;;;;;;;;x
davidic_line_desc;This character is a descendent of King David.;;;;;;;;;;;;;x
TOOLTIPLINEOFDAVID;A descendent of King David.;;;;;;;;;;;;;x
maccabean;Maccabean Guards;;;;;;;;;;;;;x
maccabean_desc;A member of the Maccabean Guards.;;;;;;;;;;;;;x

####Society Localization
monastic_order_nazarene;Daliyowtaw Nazirite;;;;;;;;;;;;;x
monastic_order_nazarene_desc;Nazarenes that are also Nazarites and follow the vow found in Numbers Chapter 6.;;;;;;;;;;;;;x
monastic_order_nazarene_rank_1_male;Ger Tsedheq;;;;;;;;;;;;;x
monastic_order_nazarene_rank_1_female;Ger Tsedheq;;;;;;;;;;;;;x
monastic_order_nazarene_rank_2_male;Shaliah;;;;;;;;;;;;;x
monastic_order_nazarene_rank_2_female;Shaliah;;;;;;;;;;;;;x
monastic_order_nazarene_rank_3_male;Paqid;;;;;;;;;;;;;x
monastic_order_nazarene_rank_3_female;Paqid;;;;;;;;;;;;;x
monastic_order_nazarene_rank_4_male;Shammashim;;;;;;;;;;;;;x
monastic_order_nazarene_rank_4_female;Shammashim;;;;;;;;;;;;;x
monastic_order_nazarene_leader_desc;Nagid#title of the leader of the society;;;;;;;;;;;;;x
currency_name_monastic_order_nazarene;Elohút;;;;;;;;;;;;;x
String_the_Daliyowtaw_Nazirites;Daliyowtaw Nazirite;;;;;;;;;;;;;x
the_Daliyowtaw_Nazirites;Daliyowtaw Nazirite;;;;;;;;;;;;;x
String_Daliyowtaw_Nazirites;Daliyowtaw Nazirite;;;;;;;;;;;;;x
String_the_Rule_of_Daliyowtaw_Nazirites;the Rule of Daliyowtaw Nazirite;;;;;;;;;;;;;x
string_monastic_order_nazarene;Daliyowtaw Nazirite;;;;;;;;;;;;;x

##Culture Localization
mizrahim_desc;Mizrahim are Jewish people from the first diaspora that began when the Babylonians expelled many Jews from Israel in 722 BC.;;;;;;;;;;;;;x
TOOLTIPMIZRAHIM;Mizrahim are Jewish people from the first diaspora that began when the Babylonians expelled many Jews from Israel in 722 BC.;;;;;;;;;;;;;x
cochin_jews;Cochin Jews;;;;;;;;;;;;;x
cochin_jews_desc;Cochin Jews are descended from the Jews that traveled to India during the reign of Melech Shlomo.;;;;;;;;;;;;;x
itali;Itali Jews;;;;;;;;;;;;;x
itali_desc;The Itali Jews are the ancestors of the Ashkenazi of Europe;;;;;;;;;;;;;x
iberiani;Iberian Jews;;;;;;;;;;;;;x
iberiani_desc;Iberian Jews are the ancestors of the Sephardic Jews of Hispania.;;;;;;;;;;;;;x
khazar_j;Khazarian Jews;;;;;;;;;;;;;x
khazar_j_desc;Khazarian Jews are the children of Mizrahi Jews and Khazarian locals.;;;;;;;;;;;;;x
romaniote;Romaniote Jews;;;;;;;;;;;;;x
romaniote_desc;Romaniote Jews are Jews that settled in Greece circa 70 CE.;;;;;;;;;;;;;x
beta_yisrael;Beta Yisrael;;;;;;;;;;;;;x
beta_yisrael_desc;The Jews of Beta Yisrael are descended from members of the Tribe of Dan that had settled in Ethiopia.;;;;;;;;;;;;;x
bene_hamizrah;Bene HaMizrah;;;;;;;;;;;;;x
bene_hamizrah_desc;Sons of the East are Jews descended from Persians and other near East peoples.;;;;;;;;;;;;;x

#Jewish Culture Modifiers
isralite_culture_modifer;Israelite Culture Modifiers;;;;;;;;;;;;;x
TOOLTIPISRAELITE_CULTURE_MODIFIERS;Israelite Culture Modifiers;;;;;;;;;;;;;x

#Jewish Holy Orders
b_maccabean_guard;The Maccabean Guard;;;;;;;;;;;;;x
b_maccabean_guard_adj;Maccabean;;;;;;;;;;;;;x
d_knights_khazaria;Knights of Khazaria;;;;;;;;;;;;;x
d_knights_khazaria_adj;Khazarian;;;;;;;;;;;;;x
d_shahaz_shlomo;Lions of Solomon;;;;;;;;;;;;;x
d_shahaz_shlomo_adj;Lion;;;;;;;;;;;;;x
d_knights_goshen;Knights of Goshen;;;;;;;;;;;;;x
d_knights_goshen_adj;Goshen;;;;;;;;;;;;;x
d_siqariqim;Siqariqim;;;;;;;;;;;;;x
d_siqariqim_adj;Siqariqim;;;;;;;;;;;;;x
d_mishkan_guardians;The Mishkan Guardians;;;;;;;;;;;;;x
d_mishkan_guardians_adj;Mishkan;;;;;;;;;;;;;x
d_martyrs_james;The Martyrs of James the Just;;;;;;;;;;;;;x
d_martyrs_james_adj;Martyr;;;;;;;;;;;;;x
